tconst;tmdb_id;acteur_principal_;actor_image_url
tt0463381;32604;Asia Argento;https://image.tmdb.org/t/p/w500/dYbYNxMnqhNyAJyrPU7e2C9jcRz.jpg
tt0463486;12713;Isabelle Huppert;https://image.tmdb.org/t/p/w500/eVmZiUBZQOjfqaK50OLfske0SFb.jpg
tt0463872;2395;Gérard Depardieu;https://image.tmdb.org/t/p/w500/cibkIAJN6ctlqHohhdDEcfbiCAL.jpg
tt0463985;9615;Lucas Black;https://image.tmdb.org/t/p/w500/w2oImwC4Y0RDtyvaKGTCFCKsvwh.jpg
tt0463998;1646;Hilary Swank;https://image.tmdb.org/t/p/w500/uin6aAehUGpPCiJCaSjZG8B7M7d.jpg
tt0464041;13825;Paul Walker;https://image.tmdb.org/t/p/w500/q2PLqKHYCs35HR7QybaNPH3JT96.jpg
tt0464049;8618;Richard Griffiths;https://image.tmdb.org/t/p/w500/4H4uQfMzvgs11RCLaoSMQsyElw8.jpg
tt0464059;13733;Clovis Cornillac;https://image.tmdb.org/t/p/w500/8wokcSilL7u4V8aKcagI7elKsgn.jpg
tt0464800;56186;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0464828;31325;Gérard Depardieu;https://image.tmdb.org/t/p/w500/cibkIAJN6ctlqHohhdDEcfbiCAL.jpg
tt0464913;15152;François Damiens;https://image.tmdb.org/t/p/w500/agHzt46feTHdFK9YdgRjmnqFUtS.jpg
tt0464955;35760;Zoltán Miklós Hajdu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0465109;574903;Grégoire Colin;https://image.tmdb.org/t/p/w500/jtolsceVVsMT1wWi8m8pdtaUE4f.jpg
tt0465142;9310;Hugh Grant;https://image.tmdb.org/t/p/w500/tUHkXYdwm405DjBm2IpPxGjYkjj.jpg
tt0465160;79034;Nathalie Baye;https://image.tmdb.org/t/p/w500/9WZnFcyqdixlOfqHKBXq0l0Rc4L.jpg
tt0465177;13044;Benoît Poelvoorde;https://image.tmdb.org/t/p/w500/1rt37BkFjSYF7imtvJ5t30bqsNM.jpg
tt0465188;1993;Charlotte Gainsbourg;https://image.tmdb.org/t/p/w500/54RgTfNxhiTsaZfmCXWYLeZgMlC.jpg
tt0465207;21773;Elsa Zylberstein;https://image.tmdb.org/t/p/w500/bw1bIuyfyOyxRlx2qIKk4AwQLTU.jpg
tt0465234;6637;Nicolas Cage;https://image.tmdb.org/t/p/w500/y1RtezurZYveYkVNRht7CwEgSYY.jpg
tt0465241;60537;Catherine Frot;https://image.tmdb.org/t/p/w500/mLYcrvglYGoPEjwBB5jyUe2ku8e.jpg
tt0465407;46849;Carly Schroeder;https://image.tmdb.org/t/p/w500/rop4erUmhWwlpN1j3IQJ453miar.jpg
tt0465494;1620;Timothy Olyphant;https://image.tmdb.org/t/p/w500/7pHmRHE2wBNC9cBgNIRCBqFLoyZ.jpg
tt0465502;14248;John Cusack;https://image.tmdb.org/t/p/w500/aCwCx6JU7Jxbg6Q1ygcnLY750le.jpg
tt0465538;4566;George Clooney;https://image.tmdb.org/t/p/w500/4s3wI0bqOP7K3hhcmKqV6m3GYiQ.jpg
tt0465551;1259;Cate Blanchett;https://image.tmdb.org/t/p/w500/vUuEHiAR0eD3XEJhg2DWIjymUAA.jpg
tt0465580;13455;Camilla Belle;https://image.tmdb.org/t/p/w500/kYhpuTi1E3IvdHAmuijjth0lQNS.jpg
tt0465602;4141;Clive Owen;https://image.tmdb.org/t/p/w500/xlWpuLgwxMnZEVgV9OID1TkUNtP.jpg
tt0465624;4474;Uma Thurman;https://image.tmdb.org/t/p/w500/sBgAZWi3o4FsnaTvnTNtK6jpQcF.jpg
tt0465903;64843;Michel Serrault;https://image.tmdb.org/t/p/w500/quttZiihxZ9Cpxw4WhbYFfcmitE.jpg
tt0466399;14064;Crusoe Kurddal;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0466456;88830;Maria de Medeiros;https://image.tmdb.org/t/p/w500/xDo5mRSKXUZRmcZjUn42ICiyyI8.jpg
tt0466816;2239;Jamie Bell;https://image.tmdb.org/t/p/w500/xAfNYOJYOy5ee9PHbBF8Y6xzZ9I.jpg
tt0466839;15019;Michelle Pfeiffer;https://image.tmdb.org/t/p/w500/oGUmQBU87QXAsnaGleYaAjAXSlj.jpg
tt0466893;44754;Anna Paquin;https://image.tmdb.org/t/p/w500/5FjBCsn3kujldP8LizoCrc3hsHp.jpg
tt0467017;20093;Daddy Yankee;https://image.tmdb.org/t/p/w500/xYJvMe52wf0L22Qs6N5M3rR0Uyx.jpg
tt0467197;13051;Mark Wahlberg;https://image.tmdb.org/t/p/w500/bTEFpaWd7A6AZVWOqKKBWzKEUe8.jpg
tt0467200;12184;Natalie Portman;https://image.tmdb.org/t/p/w500/edPU5HxncLWa1YkgRPNkSd68ONG.jpg
tt0467406;7326;Elliot Page;https://image.tmdb.org/t/p/w500/nXO8DE4biVXY4UDYP0NdIY1zvXS.jpg
tt0468489;7859;Ryan Gosling;https://image.tmdb.org/t/p/w500/asoKC7CLCqpZKZDL6iovNurQUdf.jpg
tt0468548;31040;Connie Nielsen;https://image.tmdb.org/t/p/w500/gSQ3O3PJ6ly6nT63joOtfZyscFP.jpg
tt0468565;868;Presley Chweneyagae;https://image.tmdb.org/t/p/w500/gG2Vqcn1yFXZE5sNCfJcN81Xp4I.jpg
tt0468569;155;Christian Bale;https://image.tmdb.org/t/p/w500/gbcLQi7lQVaIF3WXNjW9Fqi84xZ.jpg
tt0468729;117480;Uri Gavriel;https://image.tmdb.org/t/p/w500/9rrj9xlgQRrU5XtbdhaCjco95bg.jpg
tt0468834;225255;Ben Hoscheit;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0468965;24059;Dylan Baker;https://image.tmdb.org/t/p/w500/4mw6xj8Aj3ixjjeUj9pZdZPTbvz.jpg
tt0469021;177699;Steve Coogan;https://image.tmdb.org/t/p/w500/tT7OXc2qA6hlREHXdwGLp0XihzA.jpg
tt0469055;18607;Michèle Laroque;https://image.tmdb.org/t/p/w500/v4BquPOwY3z9tD3g8QW3yX288ou.jpg
tt0469233;10123;François Goeske;https://image.tmdb.org/t/p/w500/l3KK5f5wbKDWyffCRDyqaEiDNx5.jpg
tt0469263;5172;Billy Bob Thornton;https://image.tmdb.org/t/p/w500/mLYyf6xqQk5U2zTvZkFuT99uUah.jpg
tt0469429;18598;Daryl Sabara;https://image.tmdb.org/t/p/w500/eZfWmQqNgmuveRWSYuvnQyLXM0d.jpg
tt0469494;7345;Daniel Day-Lewis;https://image.tmdb.org/t/p/w500/3kNA9VcmymoEwT0btQ4bvMYxzcP.jpg
tt0469519;15023;Dagney Kerr;https://image.tmdb.org/t/p/w500/A53u02APKYKXDfRhRdCfq1FqqYM.jpg
tt0469623;3877;Halle Berry;https://image.tmdb.org/t/p/w500/wtFetpWV8kjBsvzYKN9uEEmPdpy.jpg
tt0469640;15208;Anna Friel;https://image.tmdb.org/t/p/w500/uY9ugiMtyvNp8cN7jvNZfin7sud.jpg
tt0469641;1852;Nicolas Cage;https://image.tmdb.org/t/p/w500/y1RtezurZYveYkVNRht7CwEgSYY.jpg
tt0469691;31450;Winnie Maughan;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0469754;5206;Jens Albinus;https://image.tmdb.org/t/p/w500/qpccpDHJi3RX9QAUL5buAJeV47L.jpg
tt0469903;14325;Rob Brown;https://image.tmdb.org/t/p/w500/jVevsp9OsdImQ8YxNjdG3KLYket.jpg
tt0470679;13692;Josh Hartnett;https://image.tmdb.org/t/p/w500/dCfu2EN7FjISACcjilaJu7evwEc.jpg
tt0470732;38163;Susan Sarandon;https://image.tmdb.org/t/p/w500/jR6l2EfvvGA8qCzZ7MB5FT9ZLkq.jpg
tt0470752;264660;Alicia Vikander;https://image.tmdb.org/t/p/w500/9pmHTbXeRxUF51jJKthmHI49u9z.jpg
tt0470765;14799;Catherine O'Hara;https://image.tmdb.org/t/p/w500/gI2RyymLJ9ZrhEyJSD5EqSvFpCX.jpg
tt0470951;79229;Valeria Bruni Tedeschi;https://image.tmdb.org/t/p/w500/ioMCjkUWngWjS0nXWYLqvBsm4mI.jpg
tt0471030;11705;Kate Dickie;https://image.tmdb.org/t/p/w500/mlFYUmZycpRa7TGgDTfP0xanE1Q.jpg
tt0471041;24056;Ving Rhames;https://image.tmdb.org/t/p/w500/rqPdVVIdt45wNDsXuREu2M6PApU.jpg
tt0471042;59108;Eddie Murphy;https://image.tmdb.org/t/p/w500/qgjMfefsKwSYsyCaIX46uyOXIpy.jpg
tt0471047;580362;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0471359;195834;Janis Reinis;https://image.tmdb.org/t/p/w500/z1lD0lb2bRQ4KHTMt3qwouZEv2Q.jpg
tt0471463;163840;Christian LeBlanc;https://image.tmdb.org/t/p/w500/gBiLzyqbKGdwF0kwzJhYUvhpMmS.jpg
tt0471911;99738;Dmitriy Podnozov;https://image.tmdb.org/t/p/w500/tBpSsrjYkKZcvFk31Xkh8umLfFL.jpg
tt0472062;6538;Tom Hanks;https://image.tmdb.org/t/p/w500/oFvZoKI6lvU03n4YoNGAll9rkas.jpg
tt0472071;13910;Catherine Zeta-Jones;https://image.tmdb.org/t/p/w500/bBZKAbjNCGS9VpDKaK6TWGsL3ws.jpg
tt0472156;26431;Paddy Considine;https://image.tmdb.org/t/p/w500/uIKOm4w2wtUegxratSHj2KPFF7i.jpg
tt0472160;7985;Christina Ricci;https://image.tmdb.org/t/p/w500/dzB58d6fNrTEi7nBAU1tySJc2at.jpg
tt0472181;41513;Hank Azaria;https://image.tmdb.org/t/p/w500/yFDw4b0jucuFWNnGcBPfpYUtn16.jpg
tt0472198;14410;Jamal Woolard;https://image.tmdb.org/t/p/w500/aQQAuEeRgpJF5XCinGieG7RxSt7.jpg
tt0472399;27582;Jason Statham;https://image.tmdb.org/t/p/w500/pXGSq2UpcDE2NMF8LR56QZf5U1q.jpg
tt0472521;129937;Leonor Silveira;https://image.tmdb.org/t/p/w500/pNRH0PQKBwaOc8nwkRv3H6vFDpa.jpg
tt0472542;54884;Jean-Luc Bideau;https://image.tmdb.org/t/p/w500/AvGFSbGn5xlI67M0G7m5OG2g6PY.jpg
tt0472582;2168;Teresa Palmer;https://image.tmdb.org/t/p/w500/sjSiLSCp9LS1Z0nyGpmquTBuUyr.jpg
tt0473075;9543;Jake Gyllenhaal;https://image.tmdb.org/t/p/w500/j2Yahha9C0zN5DRaTDzYA7WtdOT.jpg
tt0473188;10425;Paul Walker;https://image.tmdb.org/t/p/w500/q2PLqKHYCs35HR7QybaNPH3JT96.jpg
tt0473308;10758;Keri Russell;https://image.tmdb.org/t/p/w500/u81mC6vZwliDRfnX1DpdGmmex61.jpg
tt0473360;9815;Kuno Becker;https://image.tmdb.org/t/p/w500/2oZS707G2QA4BL2nwaoVrvi53N6.jpg
tt0473464;14127;Nikki Reed;https://image.tmdb.org/t/p/w500/xNIXLZ9giqTdvjkBUGq1bJqPe5D.jpg
tt0473488;8194;Robert Downey Jr.;https://image.tmdb.org/t/p/w500/5qHNjhtjMD4YWH3UP0rm4tKwxCL.jpg
tt0473705;16995;Russell Crowe;https://image.tmdb.org/t/p/w500/uxiXuVH4vNWrKlJMVVPG1sxAJFe.jpg
tt0473753;11227;Rie Rasmussen;https://image.tmdb.org/t/p/w500/rV24i33yIqbZNREj59VirLvYVz.jpg
tt0473779;395392;Margaux Chatelier;https://image.tmdb.org/t/p/w500/cX5Ok8hQvxB4T1RCBtHI24jOUTq.jpg
tt0473797;373891;Yves Réjasse;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0473799;58095;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0473829;13043;Gérard Lanvin;https://image.tmdb.org/t/p/w500/3FSr4VW7JF3mBcVwPnJmOeR09NB.jpg
tt0473910;55424;Pierre-François Martin-Laval;https://image.tmdb.org/t/p/w500/cjahv1DPSgYTRTe8ypM031cc5x3.jpg
tt0473911;254205;Françoise Lebrun;https://image.tmdb.org/t/p/w500/j3ZOQACPmBgVCawF1A4g3lWH2fk.jpg
tt0474180;161728;Nade Dieu;https://image.tmdb.org/t/p/w500/xSj9vMTKbNu4Mh6OvK7OTxRFX7p.jpg
tt0474297;50543;Jean-Louis Étienne;https://image.tmdb.org/t/p/w500/2rmj9k8Sra8LxyCrtvDnTwUYng0.jpg
tt0474312;31339;Jean-Pierre Darroussin;https://image.tmdb.org/t/p/w500/bFIJ3bdn5bjx3r5Tm4VPjlaxwfr.jpg
tt0474427;53497;Benoît Allemane;https://image.tmdb.org/t/p/w500/40jvBM8Y3JOgDXUceT7J4S2ZxcN.jpg
tt0474443;1068733;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0475169;6077;George Babluani;https://image.tmdb.org/t/p/w500/1zkZzhvecJJPN3iL8WyPCYuNaNP.jpg
tt0475276;9829;David Alan Basche;https://image.tmdb.org/t/p/w500/oL1tgbkggx4POSxSfWN38Vd4M01.jpg
tt0475290;270487;Josh Brolin;https://image.tmdb.org/t/p/w500/sX2etBbIkxRaCsATyw5ZpOVMPTD.jpg
tt0475331;37028;Joseph Kaiser;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0475355;16385;Terrence Howard;https://image.tmdb.org/t/p/w500/wXWt2NSY23v7DHe2yZQ1C8TikBp.jpg
tt0475380;18558;Holly Aird;https://image.tmdb.org/t/p/w500/uB8kDEIoqfwMBfZzmA5aRcMKsTD.jpg
tt0475394;7516;Jeremy Piven;https://image.tmdb.org/t/p/w500/pBD1jcAZiDrHWcFpJtBtqLRD4gR.jpg
tt0475750;32168;Jang Dong-gun;https://image.tmdb.org/t/p/w500/fUPYN54VO9eaLadR97DyJH5TBih.jpg
tt0475984;16135;Diego Luna;https://image.tmdb.org/t/p/w500/qwbjcyDN37OHiln4a6P4LP31o7F.jpg
tt0475998;15511;Tim Hodge;https://image.tmdb.org/t/p/w500/dBUh4zG0LhGALo9NzltZT7uERVn.jpg
tt0476308;239243;Claude Rollet;https://image.tmdb.org/t/p/w500/90o3xcDpbwjDjQlzvvcPYmuHNmg.jpg
tt0476396;201068;Jamie Luner;https://image.tmdb.org/t/p/w500/oNlfauLLlRJ3lgSPiF3BepDkr6A.jpg
tt0476603;4407;Chancellor Miller;https://image.tmdb.org/t/p/w500/y6B0KxQVZejkvpEUBcHvek9s0hD.jpg
tt0476695;19798;Dmitriy Miller;https://image.tmdb.org/t/p/w500/wuQSGEO26fJkIKGKaIxwd9dPIRZ.jpg
tt0476964;4413;Jodie Foster;https://image.tmdb.org/t/p/w500/8DAd9knKivHR4CCStxlNEQXzjIh.jpg
tt0476991;19375;Tanner Cohen;https://image.tmdb.org/t/p/w500/hpcyzIOwRkpNsGnVGvSoarvaGH3.jpg
tt0476995;10107;Josh Hutcherson;https://image.tmdb.org/t/p/w500/f0eosZ1Fx0VBUyspq8K2f8sUSBn.jpg
tt0477071;9963;Sandra Bullock;https://image.tmdb.org/t/p/w500/2fv0tRKLzG7uBYLjTAW3fyhWEFS.jpg
tt0477080;44048;Denzel Washington;https://image.tmdb.org/t/p/w500/jj2Gcobpopokal0YstuCQW0ldJ4.jpg
tt0477095;14055;James McAvoy;https://image.tmdb.org/t/p/w500/u4REKbm3zhFI2J5tVyqRovGRYUJ.jpg
tt0477139;13198;Patrick Fugit;https://image.tmdb.org/t/p/w500/bsONcodcqRKV97p1Oo1jcPkEnDA.jpg
tt0477302;64685;Thomas Horn;https://image.tmdb.org/t/p/w500/3v2GwtzkuoRzlf5QYCYzbBhDUz9.jpg
tt0477331;188858;Michaël Abiteboul;https://image.tmdb.org/t/p/w500/xQLvEUfXjUK4u9wYlHzAn8pIuTE.jpg
tt0477347;1593;Ben Stiller;https://image.tmdb.org/t/p/w500/scgpxhI05JpdNXXfmpK6z0rPOWN.jpg
tt0477348;6977;Tommy Lee Jones;https://image.tmdb.org/t/p/w500/mCiZNRAzbnPojJEZwVZWLw9kzxR.jpg
tt0477988;13713;Fabrice Luchini;https://image.tmdb.org/t/p/w500/krR5EUfM13UJwsB07ffzPU7FXYR.jpg
tt0478049;14201;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0478087;8065;Jim Sturgess;https://image.tmdb.org/t/p/w500/acDJi0yEAMy82wmngFrJ0KjVRm2.jpg
tt0478116;54546;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0478134;6973;Tommy Lee Jones;https://image.tmdb.org/t/p/w500/mCiZNRAzbnPojJEZwVZWLw9kzxR.jpg
tt0478160;11225;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0478187;183625;Saïd Taghmaoui;https://image.tmdb.org/t/p/w500/kuxI08YpwQFGweIXK7TELknwexr.jpg
tt0478209;20604;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0478237;147417;Brooklyn Sudano;https://image.tmdb.org/t/p/w500/o2PF0n6rErXN3td33SDUKTwwoOr.jpg
tt0478304;8967;Brad Pitt;https://image.tmdb.org/t/p/w500/cckcYc2v0yh1tc9QjRelptcOBko.jpg
tt0478311;4964;Seth Rogen;https://image.tmdb.org/t/p/w500/nYl9bvQzaPQLzlf0wf75clLN6Hi.jpg
tt0478324;11214;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0478331;63290;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0478337;8421;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0478548;49729;Jules Sitruk;https://image.tmdb.org/t/p/w500/f7UYL11NNLQXtOMrKdheUKLbzzp.jpg
tt0478558;61077;Anselme;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0478566;19100;Jean-Paul Rouve;https://image.tmdb.org/t/p/w500/kU1AyNsgsyEGjNbvBo9EOHJaeUz.jpg
tt0478687;54064;Alba Gaïa Bellugi;https://image.tmdb.org/t/p/w500/et8xwRWwvrVmDkjLP2ggABcyLy1.jpg
tt0478705;14650;Gérard Depardieu;https://image.tmdb.org/t/p/w500/cibkIAJN6ctlqHohhdDEcfbiCAL.jpg
tt0478719;45939;Albert Dupontel;https://image.tmdb.org/t/p/w500/gwZFclFz6IQcKadX3wYhagP0r2I.jpg
tt0478724;19955;Alain Chabat;https://image.tmdb.org/t/p/w500/xRjymE6LIJd0useKWN2R1WgKDRy.jpg
tt0478732;65556;Aleksey Chadov;https://image.tmdb.org/t/p/w500/A0E0JD77IicUC5BL2nG97DtU78i.jpg
tt0478744;97064;Faouzi Bensaïdi;https://image.tmdb.org/t/p/w500/mtD7j4nujvg7shkDlBsBb5yjhlW.jpg
tt0478829;14804;Fabrizio Borsani;https://image.tmdb.org/t/p/w500/rrziisngMvu1wwIcFr0BVYlOehs.jpg
tt0478970;102899;Paul Rudd;https://image.tmdb.org/t/p/w500/6jtwNOLKy0LdsRAKwZqgYMAfd5n.jpg
tt0479074;18848;David Thewlis;https://image.tmdb.org/t/p/w500/sNuYyT8ocLlQr3TdAW9CoKVbCU8.jpg
tt0479143;1246;Sylvester Stallone;https://image.tmdb.org/t/p/w500/gn3pDWthJqR0VDYGViGD3048og7.jpg
tt0479162;13856;Michael Rapaport;https://image.tmdb.org/t/p/w500/nWD2kufgy6lPyFVCPr9A3e7FMMn.jpg
tt0479257;65302;Anna Cieslak;https://image.tmdb.org/t/p/w500/dle57DGfKqPYKZAMCM4xLA4T4v6.jpg
tt0479259;424061;Yûsuke Iseya;https://image.tmdb.org/t/p/w500/Api6CNgxMxoR4BBmvwptZeDfoeQ.jpg
tt0479275;18208;William Hurt;https://image.tmdb.org/t/p/w500/j3mjmuHLBW4XQSw53C8Sh0Lh3ZQ.jpg
tt0479500;14043;Emma Roberts;https://image.tmdb.org/t/p/w500/rUK616pPe8VGvAK0qmKOEbA3iIx.jpg
tt0479537;13249;Pierce Brosnan;https://image.tmdb.org/t/p/w500/dzXVwwJLPwiZeXOnf7YxorqVEEM.jpg
tt0479647;15049;Michel Beaudry;https://image.tmdb.org/t/p/w500/1GkR4D1f79qjk4F0phXBQw6aiSz.jpg
tt0479884;1948;Jason Statham;https://image.tmdb.org/t/p/w500/pXGSq2UpcDE2NMF8LR56QZf5U1q.jpg
tt0479916;82437;Ralph Arlyck;https://image.tmdb.org/t/p/w500/wU5Ued2Dd3fUmdEsiMcdZY8s33B.jpg
tt0479952;10527;Ben Stiller;https://image.tmdb.org/t/p/w500/scgpxhI05JpdNXXfmpK6z0rPOWN.jpg
tt0479997;23047;Nicolas Cage;https://image.tmdb.org/t/p/w500/y1RtezurZYveYkVNRht7CwEgSYY.jpg
tt0480025;11798;Thomas Turgoose;https://image.tmdb.org/t/p/w500/3PsCUvclNzVrjDGg69Q3blw83ei.jpg
tt0480048;77436;Brad Hallowell;https://image.tmdb.org/t/p/w500/bopKXyLAvE9rGloagMXaMcqrdXk.jpg
tt0480057;84623;Josef Bierbichler;https://image.tmdb.org/t/p/w500/XbK3QlwxcXXceR06Ullp0Yr0Ng.jpg
tt0480242;7211;Steve Carell;https://image.tmdb.org/t/p/w500/cS7Cbyff6wFVfUGem497vy9LS7A.jpg
tt0480255;34813;Idris Elba;https://image.tmdb.org/t/p/w500/be1bVF7qGX91a6c5WeRPs5pKXln.jpg
tt0480687;48988;Owen Wilson;https://image.tmdb.org/t/p/w500/lFxHIlcywMlYpe6wkW39sfBrqag.jpg
tt0481141;3638;Catherine Zeta-Jones;https://image.tmdb.org/t/p/w500/bBZKAbjNCGS9VpDKaK6TWGsL3ws.jpg
tt0481222;41605;Matt Damon;https://image.tmdb.org/t/p/w500/At3JgvaNeEN4Z4ESKlhhes85Xo3.jpg
tt0481273;12839;Tad Hilgenbrink;https://image.tmdb.org/t/p/w500/cECyfEB8GI4zTYXEOLEpRTxINLo.jpg
tt0481349;68046;Nicolas Duvauchelle;https://image.tmdb.org/t/p/w500/nQsvg9syyFY112gi9TC56xIKhRI.jpg
tt0481369;3594;Jim Carrey;https://image.tmdb.org/t/p/w500/y3U9QfPN6sJaGl6l68xjwWj28ig.jpg
tt0481390;9774;Jack Finsterer;https://image.tmdb.org/t/p/w500/eIhfmcEaw0fqCZujI7FTrrCYh55.jpg
tt0481499;49519;Nicolas Cage;https://image.tmdb.org/t/p/w500/y1RtezurZYveYkVNRht7CwEgSYY.jpg
tt0481519;27434;Nick Chinlund;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0481536;13335;John Cho;https://image.tmdb.org/t/p/w500/4Lar4uy8gk78cEocq6ERPRFWt3e.jpg
tt0481580;19566;Lexi Aaron;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0481583;87847;Cameron Bancroft;https://image.tmdb.org/t/p/w500/6NB6mTfuFRmebqyI6srbEIB0iOV.jpg
tt0481797;7797;Tim Roth;https://image.tmdb.org/t/p/w500/qSizF2i9gz6c6DbAC5RoIq8sVqX.jpg
tt0482088;6691;Audrey Tautou;https://image.tmdb.org/t/p/w500/9W1Rp0xjSVK7Vc6NQz1TBExjarI.jpg
tt0482461;44594;Patrick Wilson;https://image.tmdb.org/t/p/w500/oym6H2QD9esk4yABjCHaUoNAOa8.jpg
tt0482463;12586;Eduardo Verástegui;https://image.tmdb.org/t/p/w500/jUPrzJbA4ksTR0DYK10PKpq1yJG.jpg
tt0482527;37725;Samaire Armstrong;https://image.tmdb.org/t/p/w500/j73x8c3ckc4vjEuhp9AmoQNHhjU.jpg
tt0482546;13967;Renée Zellweger;https://image.tmdb.org/t/p/w500/u4wQXVYhN9OOimHn5hbWKefdjjG.jpg
tt0482571;1124;Christian Bale;https://image.tmdb.org/t/p/w500/gbcLQi7lQVaIF3WXNjW9Fqi84xZ.jpg
tt0482572;13150;Edward Norton;https://image.tmdb.org/t/p/w500/8nytsqL59SFJTVYVrN72k6qkGgJ.jpg
tt0482629;14624;Drew Fuller;https://image.tmdb.org/t/p/w500/8NhujIOiLgzR0XiFkMRXEVtSXse.jpg
tt0482957;9345;Mads Mikkelsen;https://image.tmdb.org/t/p/w500/AsX4bdvZ8UCayWTmAf9lAqOA8V7.jpg
tt0483206;55717;Thierry Toscan;https://image.tmdb.org/t/p/w500/4JlqYaFDHmi84MrPKiSCPREUNGk.jpg
tt0483352;343157;Jacques Higelin;https://image.tmdb.org/t/p/w500/d7m4XJnd2oVd2g1Az6HLzrVOKAC.jpg
tt0483607;13460;Rhona Mitra;https://image.tmdb.org/t/p/w500/b9UmbBIM7pnXgng46GgzBaVJfNN.jpg
tt0483726;9895;Robin Williams;https://image.tmdb.org/t/p/w500/iYdeP6K0qz44Wg2Nw9LPJGMBkQ5.jpg
tt0483756;15676;Alan Rickman;https://image.tmdb.org/t/p/w500/7tADZs4ILE93oJ5pAh6mKQFEq2m.jpg
tt0483817;30232;Tony Dalton;https://image.tmdb.org/t/p/w500/vWteTJu9Dyrax7gQq8ndTjx5s6V.jpg
tt0484382;7298;Til Schweiger;https://image.tmdb.org/t/p/w500/3Jk7y4sKgckrN9RzAAt0drlR0QG.jpg
tt0484453;31437;Richard Bohringer;https://image.tmdb.org/t/p/w500/v6372ku0d2Y28zUJ7mGrwaNQ04g.jpg
tt0484740;6639;Javier Bardem;https://image.tmdb.org/t/p/w500/IShnFg6ijWhpbu29dFBd9PtqQg.jpg
tt0484877;7839;Jason Biggs;https://image.tmdb.org/t/p/w500/3nRgOQylYbNuDiddtNoh8uWTz5P.jpg
tt0485241;1254;Kad Merad;https://image.tmdb.org/t/p/w500/2hgcdLF0GqtzUGUFATH9AwLfS7J.jpg
tt0485411;15455;Miou-Miou;https://image.tmdb.org/t/p/w500/kjQD9nNjcakYxOmXq1IG66y1RtU.jpg
tt0485634;65795;Ricardo Darín;https://image.tmdb.org/t/p/w500/wP7gyISMcsXLJoInWTjncqhrsAT.jpg
tt0485851;13641;Brendan Fraser;https://image.tmdb.org/t/p/w500/tFj5PaWWQbb8rHBBhu1EHklznph.jpg
tt0485898;419732;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0485947;31011;Jared Leto;https://image.tmdb.org/t/p/w500/ca3x0OfIKbJppZh8S1Alx3GfUZO.jpg
tt0485956;121298;Brian Wimmer;https://image.tmdb.org/t/p/w500/rgNyMoXYbQHptCgTuvXNimWMeNl.jpg
