tconst;tmdb_id;acteur_principal_;actor_image_url
tt0067121;220897;Janine Reynaud;https://image.tmdb.org/t/p/w500/8HP5tyLHDTXcwEmXiKrp5fyj8h4.jpg
tt0067128;1485;Michael Caine;https://image.tmdb.org/t/p/w500/bVZRMlpjTAO2pJK6v90buFgVbSW.jpg
tt0067135;150228;Ty Hardin;https://image.tmdb.org/t/p/w500/yAs5uuenoUTj5szJ62MdoqxDjPS.jpg
tt0067137;110421;Joan Greenwood;https://image.tmdb.org/t/p/w500/sfp3lkyITkCYbpI0Lwkq9yhnCQ0.jpg
tt0067141;42494;Steve Curry;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0067144;36194;Julie Christie;https://image.tmdb.org/t/p/w500/siAi4XZhDPP8LRgbByzwLqVaLIQ.jpg
tt0067146;98534;Robert Mitchum;https://image.tmdb.org/t/p/w500/l0It7MePd9cwgqHR3JQAYD6YMg9.jpg
tt0067162;79645;Kim Darby;https://image.tmdb.org/t/p/w500/w1dwAymNXsi16SAuZZsl2JTEWFd.jpg
tt0067166;383322;Leonard Whiting;https://image.tmdb.org/t/p/w500/uSkKSMm0LPSifam23CtxKBW4CoZ.jpg
tt0067168;71654;Kirk Douglas;https://image.tmdb.org/t/p/w500/t94It9bPI6uBvNuuQlQipyYyURC.jpg
tt0067180;69218;Rod Steiger;https://image.tmdb.org/t/p/w500/70bE5PZJbRHxG4th6gDvXGgXu4Z.jpg
tt0067185;343;Ruth Gordon;https://image.tmdb.org/t/p/w500/r65ejvFPkIhvvRaiqsblduYYTi1.jpg
tt0067197;17875;Lawrence Pressman;https://image.tmdb.org/t/p/w500/k9MkT0iU8JkFuiA2SSwigAlM7wT.jpg
tt0067204;42522;Peter Fonda;https://image.tmdb.org/t/p/w500/dgorN06SQ9ZNL2NY3I7BNxg93lc.jpg
tt0067216;68659;Omar Sharif;https://image.tmdb.org/t/p/w500/pnDxqehpEwmJhXdS3SMxKCfDuHD.jpg
tt0067217;32082;George C. Scott;https://image.tmdb.org/t/p/w500/bYIY4S6yfbBsngerOicQbzPgmFr.jpg
tt0067224;45007;Oliver Reed;https://image.tmdb.org/t/p/w500/dWfotc1X71wNCGyPO9hXpv8U9Gw.jpg
tt0067237;70718;Alain Delon;https://image.tmdb.org/t/p/w500/dRPDxFehaVGbHojEUsCvqLSNfqH.jpg
tt0067248;87789;Joan Collins;https://image.tmdb.org/t/p/w500/jmXqOnp2xBDl2EMuU5Rj39uHzUQ.jpg
tt0067274;12598;Louis de Funès;https://image.tmdb.org/t/p/w500/8R8WVggSEKxxT4n2HRKHjxHrIQZ.jpg
tt0067276;74746;Thommy Berggren;https://image.tmdb.org/t/p/w500/8CiRLqoxEb89HZqiENDRSwKM3BV.jpg
tt0067277;16328;Timothy Bottoms;https://image.tmdb.org/t/p/w500/e0SKyrvvyJFZWx3QFzI4qAkWi8E.jpg
tt0067280;187542;Liza Minnelli;https://image.tmdb.org/t/p/w500/kfG0Sm0uhF7vGMxFPiJTrpN6f81.jpg
tt0067297;85442;Kirk Douglas;https://image.tmdb.org/t/p/w500/t94It9bPI6uBvNuuQlQipyYyURC.jpg
tt0067302;32032;Michael Caine;https://image.tmdb.org/t/p/w500/bVZRMlpjTAO2pJK6v90buFgVbSW.jpg
tt0067303;136394;Franco Nero;https://image.tmdb.org/t/p/w500/4npNlt6KfUKxpTLV7DTlmR7m9U7.jpg
tt0067306;42495;Paul Scofield;https://image.tmdb.org/t/p/w500/c9GUKYC5Ew14jUBL70i2gdGRuMp.jpg
tt0067309;466;Jane Fonda;https://image.tmdb.org/t/p/w500/5Yb3nmRWXXZAxNhfhEuOMdfyVNN.jpg
tt0067314;76002;Walter Matthau;https://image.tmdb.org/t/p/w500/pm1YEQPlsNcHQHZJBgcXvu4U4vg.jpg
tt0067315;8063;Sean Connery;https://image.tmdb.org/t/p/w500/hbB676mW62gjsh0f51ICYE11niG.jpg
tt0067323;71056;Jean Yanne;https://image.tmdb.org/t/p/w500/nZAsOM0mtE0oHHj9DlbH94SxtAI.jpg
tt0067327;49600;Julie Adams;https://image.tmdb.org/t/p/w500/HFikjdcMo7vNgsXKzcBNo9wAyj.jpg
tt0067328;25188;Timothy Bottoms;https://image.tmdb.org/t/p/w500/e0SKyrvvyJFZWx3QFzI4qAkWi8E.jpg
tt0067329;72447;George C. Scott;https://image.tmdb.org/t/p/w500/bYIY4S6yfbBsngerOicQbzPgmFr.jpg
tt0067333;42500;Burt Lancaster;https://image.tmdb.org/t/p/w500/hQBgFAdk1BrSum7LN4B67m3gj0U.jpg
tt0067334;5920;Steve McQueen;https://image.tmdb.org/t/p/w500/mhHk4NRPXEJLL0SySheXZAArp5w.jpg
tt0067345;90974;Kirk Douglas;https://image.tmdb.org/t/p/w500/t94It9bPI6uBvNuuQlQipyYyURC.jpg
tt0067350;27459;Elliott Gould;https://image.tmdb.org/t/p/w500/vqjRBbuqXOvalAx5JZEaWx6kQOw.jpg
tt0067357;185942;Malcolm McDowell;https://image.tmdb.org/t/p/w500/hL8ep4Hqj6izX7IlzE7Bbcfq62w.jpg
tt0067360;84247;André Lawrence;https://image.tmdb.org/t/p/w500/nUe4WU9b9bFWnJbvjqWtUen2QM2.jpg
tt0067361;63025;Florinda Bolkan;https://image.tmdb.org/t/p/w500/iLBiLTmnZtWxvGrhV7JIzI6K0vH.jpg
tt0067372;11316;Jon Finch;https://image.tmdb.org/t/p/w500/byUzcX9wGtPxRY4vWhd1OuCMQk2.jpg
tt0067377;84465;Renée Taylor;https://image.tmdb.org/t/p/w500/XSPvLgklOxoTQZNso2sEsawQdU.jpg
tt0067382;140825;Faye Dunaway;https://image.tmdb.org/t/p/w500/bwHJPkiDOjTslgrl0mri1Ndvx2V.jpg
tt0067383;209454;Kristoffer Tabori;https://image.tmdb.org/t/p/w500/AfjcxSyRzF4l2jP5YjGfTwaOdoE.jpg
tt0067385;67420;Pierre Richard;https://image.tmdb.org/t/p/w500/2hTxDJOdBrvqJy8yFHnLzqG4yBe.jpg
tt0067388;46845;Richard Harris;https://image.tmdb.org/t/p/w500/lCvcVMuxrg1f5A8OMqY9AqkkcZR.jpg
tt0067392;344112;Bruno Pradal;https://image.tmdb.org/t/p/w500/6TE0TgTlpsOMJut4FL1CH6PvXD1.jpg
tt0067397;4279;Jean-Paul Belmondo;https://image.tmdb.org/t/p/w500/hXAM7zTXGWVAv0VLGGrnxAJJbca.jpg
tt0067402;46067;Vanessa Redgrave;https://image.tmdb.org/t/p/w500/ngBS6mLHn1in3kLJlTMR7w0J68r.jpg
tt0067409;3427;Danielle Durou;https://image.tmdb.org/t/p/w500/3h7U5lwIfoelEoYwdhGeJgeewiB.jpg
tt0067411;29005;Warren Beatty;https://image.tmdb.org/t/p/w500/2GYwpXNatmHRUNQgxicexrlDfjx.jpg
tt0067418;48207;Mark Lester;https://image.tmdb.org/t/p/w500/3YT1eriyc6M0scXZO9hmpSWpKdj.jpg
tt0067433;24349;Gena Rowlands;https://image.tmdb.org/t/p/w500/7Hda4UFbmpufKnk48KpBuH7j05j.jpg
tt0067439;74689;Jacques Gagnon;https://image.tmdb.org/t/p/w500/bK2i2XNlI1WNAYTpl6NHWP99SZR.jpg
tt0067445;6619;Dirk Bogarde;https://image.tmdb.org/t/p/w500/f0S6MxxcYb367KtnXWTH8DoWHMt.jpg
tt0067457;63512;Jason Robards;https://image.tmdb.org/t/p/w500/9y0HAtWWBkB02gVzh8QDdz6UYZH.jpg
tt0067458;35068;Peter O'Toole;https://image.tmdb.org/t/p/w500/cQdULVxbxK1HbgqblImXfVXkGyO.jpg
tt0067463;171212;Donald Pilon;https://image.tmdb.org/t/p/w500/sVSiM7xvHo3i0dI0yKdlKnkAiHL.jpg
tt0067467;86732;Andrea Drahota;https://image.tmdb.org/t/p/w500/mDSSPt4or3YCHMNuCbBimfmqa4n.jpg
tt0067482;36850;Walter Matthau;https://image.tmdb.org/t/p/w500/pm1YEQPlsNcHQHZJBgcXvu4U4vg.jpg
tt0067483;38646;Michael Jayston;https://image.tmdb.org/t/p/w500/vPCW3hK9iGsL3NCWyhC5P3f9fgH.jpg
tt0067525;11234;Charlton Heston;https://image.tmdb.org/t/p/w500/mJabHWZrjlFiF8U8Bbr8lSFtLX6.jpg
tt0067527;29251;Bruce Brown;https://image.tmdb.org/t/p/w500/i6LqOfBqmZE2ytBygTHIVCazMxE.jpg
tt0067528;19243;Reg Varney;https://image.tmdb.org/t/p/w500/oUlpwgDvav8IROdBZ4wHo5dITNF.jpg
tt0067530;114890;Tom Courtenay;https://image.tmdb.org/t/p/w500/z3ihuS5BlREzeA2tIOelAtcGDow.jpg
tt0067531;142148;George Peppard;https://image.tmdb.org/t/p/w500/td2SN1HGqgGsWLi4YhReMYvH2ik.jpg
tt0067535;92272;Sidney Poitier;https://image.tmdb.org/t/p/w500/fhMiCe3ScxBGKEX6Y6flEJm7iHd.jpg
tt0067541;26405;Donald Pleasence;https://image.tmdb.org/t/p/w500/eVJGFCd8ikP6w0XjkuiTbsm65eD.jpg
tt0067549;27554;Al Pacino;https://image.tmdb.org/t/p/w500/m8HAAjq1T75JypKk0v1FFQn4ysZ.jpg
tt0067550;394230;Sheila White;https://image.tmdb.org/t/p/w500/jsx55iGtL8XGzxhH0cMY3B15HGQ.jpg
tt0067570;47509;Frederick Ashton;https://image.tmdb.org/t/p/w500/1Wp3xOsDSd3Y9V5UraCSbgOXUbX.jpg
tt0067588;15393;Clint Eastwood;https://image.tmdb.org/t/p/w500/8TwdCfeOZH7ucRlfLZ6wObxa7cO.jpg
tt0067604;359684;Marlène Jobert;https://image.tmdb.org/t/p/w500/1v9HRxvEE6jFvIcR8NlOB6yQv5P.jpg
tt0067610;69321;Rock Hudson;https://image.tmdb.org/t/p/w500/6DQsctwdw7vC3asZMTCpH88OE1S.jpg
tt0067632;285530;Jean-Claude Bouillon;https://image.tmdb.org/t/p/w500/hlqUkEcAmQKXHEsm2SbQHWU8bjb.jpg
tt0067633;26513;Patrick Boland;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0067637;64345;Brigitte Bardot;https://image.tmdb.org/t/p/w500/xitdKLPSsavii74yGJ73cwMzBOC.jpg
tt0067641;55847;Isabelle Weingarten;https://image.tmdb.org/t/p/w500/1jujkctcnKK52UimTLHDVZGgEa4.jpg
tt0067647;5691;Hugh Griffith;https://image.tmdb.org/t/p/w500/xg3tpIaNyBmNBcJMG4Ft1uZTRVh.jpg
tt0067650;53657;Richard Burton;https://image.tmdb.org/t/p/w500/j8yRSo6S2bnYubKZTBUvD7fuOyX.jpg
tt0067652;4739;Maurice Ronet;https://image.tmdb.org/t/p/w500/kNoCaKscnlHGTUucSUwjla7QT1v.jpg
tt0067658;84285;John Phillip Law;https://image.tmdb.org/t/p/w500/3QTz9geTTDwSt8NGJrc3JY3UGfs.jpg
tt0067659;86945;Richard Thomas;https://image.tmdb.org/t/p/w500/fXFFkwrfbo9uAI5H9RoMtg8kerV.jpg
tt0067667;4746;Anna Karina;https://image.tmdb.org/t/p/w500/oSYtIsMpV8sZD6opNrOnWsspR0D.jpg
tt0067672;72032;Lee Van Cleef;https://image.tmdb.org/t/p/w500/oEEsdGCBjpyJyVZlx1X8PKvHe7S.jpg
tt0067681;79717;Mimsy Farmer;https://image.tmdb.org/t/p/w500/nieFK3B5AJRuSyn0xuZj5pPLxHr.jpg
tt0067686;167286;Yul Brynner;https://image.tmdb.org/t/p/w500/8D1cJIcImp8UZWLjqn2aNrqfloM.jpg
tt0067698;48211;Gian Maria Volontè;https://image.tmdb.org/t/p/w500/xPwxiUgSnvqMvPTm2TlqTUskOJ.jpg
tt0067701;62978;Bulle Ogier;https://image.tmdb.org/t/p/w500/lS4b8sdG6u2IBo7cBPTqNSqAq2O.jpg
tt0067710;122229;Jean Yanne;https://image.tmdb.org/t/p/w500/nZAsOM0mtE0oHHj9DlbH94SxtAI.jpg
tt0067711;117984;Jean Simmons;https://image.tmdb.org/t/p/w500/scbR91Bl4SbfQqhXaH6OfhjxfYt.jpg
tt0067712;104297;Brian Keith;https://image.tmdb.org/t/p/w500/c5Tnce8aeEVigEgctnkNcy4jc2l.jpg
tt0067725;223150;Jacqueline Bisset;https://image.tmdb.org/t/p/w500/4exg9F02WamsI67Hww6AZfTX0kI.jpg
tt0067727;39859;Mia Farrow;https://image.tmdb.org/t/p/w500/vwxfB8Xv2EZoC0BbyOcy7MkUkpx.jpg
tt0067741;482;Richard Roundtree;https://image.tmdb.org/t/p/w500/wPuLgW8PrzJFBrfsB03oon5MT7f.jpg
tt0067750;79735;Gregory Peck;https://image.tmdb.org/t/p/w500/2Ojm5IwpTF5qdMTjEmdBh8UZM6K.jpg
tt0067755;92670;David Lampson;https://image.tmdb.org/t/p/w500/1naBXrl8wcSkrWQK2KQDWDOXGhE.jpg
tt0067756;811;Bruce Dern;https://image.tmdb.org/t/p/w500/5RKGcElQiFZh4Mu9gInyUhr9Uu7.jpg
tt0067764;436927;Catherine Allégret;https://image.tmdb.org/t/p/w500/t7RwxQtJCcN1CQFkSSdL6YRQmiz.jpg
tt0067770;11842;Charles Bronson;https://image.tmdb.org/t/p/w500/8LoFmQmUzBaoGef8pY7M2urSCk.jpg
tt0067773;4679;Charles Bronson;https://image.tmdb.org/t/p/w500/8LoFmQmUzBaoGef8pY7M2urSCk.jpg
tt0067774;40083;Paul Newman;https://image.tmdb.org/t/p/w500/bP2fByqNR7BorsUNuD6nSm0u2vJ.jpg
tt0067778;42501;Lea Massari;https://image.tmdb.org/t/p/w500/gYsQxjnNQmZmAs3Z6a1xbsTizgJ.jpg
tt0067799;90029;Victor Buono;https://image.tmdb.org/t/p/w500/4NxvzksnK4GQzIY8dnGn6A89IQS.jpg
tt0067800;994;Dustin Hoffman;https://image.tmdb.org/t/p/w500/yxNGnTiou25c3zjppT5dW2eWAve.jpg
tt0067801;118915;Dyan Cannon;https://image.tmdb.org/t/p/w500/bID2FjVaSzJsfsA0x4wW0U0jz5p.jpg
tt0067803;41357;Jennifer O'Neill;https://image.tmdb.org/t/p/w500/Ab54gxbGcOntZBXWEvsTvIxpCRk.jpg
tt0067805;45938;Peter Finch;https://image.tmdb.org/t/p/w500/uwIimbLsEGMkqsEGtYCSKXoWZag.jpg
tt0067809;18287;James Garner;https://image.tmdb.org/t/p/w500/hiPky3VwIOAlmPhJwzRovEsGDrI.jpg
tt0067810;5822;Melvin Van Peebles;https://image.tmdb.org/t/p/w500/oiOxqF64Ik6u9gWWA8WQrA5cW4I.jpg
tt0067820;59881;Lynn Carlin;https://image.tmdb.org/t/p/w500/2rwQ7d0zyjHc1BedmR4Bce1TOfi.jpg
tt0067839;121111;Sarah Kennedy;https://image.tmdb.org/t/p/w500/ouCDWlO3H50z1SsaLxS0tERW5WW.jpg
tt0067848;27841;George C. Scott;https://image.tmdb.org/t/p/w500/bYIY4S6yfbBsngerOicQbzPgmFr.jpg
tt0067855;406168;Joanna Shimkus;https://image.tmdb.org/t/p/w500/4X0G4vwBFjQNBdd6wpp3osv6DT2.jpg
tt0067870;65674;Telly Savalas;https://image.tmdb.org/t/p/w500/pdJfRVsCdKgrRFXODXkaOfJzAtH.jpg
tt0067881;47446;Katharine Hepburn;https://image.tmdb.org/t/p/w500/hzBSOe6bburyMeeCqD9kR9tRfdD.jpg
tt0067893;27236;James Taylor;https://image.tmdb.org/t/p/w500/z2cFkO0XP2zXXdlVK97WOY2nZBC.jpg
tt0067896;81775;Enzo Jannacci;https://image.tmdb.org/t/p/w500/ovZhBoKXEH8suQzieCtsejttCp5.jpg
tt0067899;425249;Claude Brasseur;https://image.tmdb.org/t/p/w500/ujwyMH8GRZFwzn8W86ZVMMdAr4q.jpg
tt0067900;42741;Alain Delon;https://image.tmdb.org/t/p/w500/dRPDxFehaVGbHojEUsCvqLSNfqH.jpg
tt0067901;379617;Claudine Auger;https://image.tmdb.org/t/p/w500/1KAAUhgfVxdI5g2t0YFCG9ITrvi.jpg
tt0067903;162450;Jean-Pierre Léaud;https://image.tmdb.org/t/p/w500/zkWjuuyncnHfYpkUfEguwTTRntb.jpg
tt0067907;110419;David Hemmings;https://image.tmdb.org/t/p/w500/44De37NQX5Lcr7jfttNqwP9Sspq.jpg
tt0067921;21242;Burt Lancaster;https://image.tmdb.org/t/p/w500/hQBgFAdk1BrSum7LN4B67m3gj0U.jpg
tt0067927;11951;Barry Newman;https://image.tmdb.org/t/p/w500/lO5YVjEjM9zHsZ8kjz4QtGy7Der.jpg
tt0067943;76871;Alain Delon;https://image.tmdb.org/t/p/w500/dRPDxFehaVGbHojEUsCvqLSNfqH.jpg
tt0067949;105576;Annie Girardot;https://image.tmdb.org/t/p/w500/e9OM5HIjcpojNCMlQe1AWog50T6.jpg
tt0067952;30341;Richard Burton;https://image.tmdb.org/t/p/w500/j8yRSo6S2bnYubKZTBUvD7fuOyX.jpg
tt0067958;42529;Milena Dravić;https://image.tmdb.org/t/p/w500/gfbc3dLdqxPmFaBzu5TcfZ05Q3d.jpg
tt0067959;36040;Jenny Agutter;https://image.tmdb.org/t/p/w500/hxroyCTMk54hesfCRo4g6Jwc8dT.jpg
tt0067961;80560;Barbara Loden;https://image.tmdb.org/t/p/w500/3WE8Wy6ctYv5MoTIZa7RY8DVtFu.jpg
tt0067962;32319;Lou Castel;https://image.tmdb.org/t/p/w500/nfSbW6awANxaRI769Bo2ZLDb22P.jpg
tt0067976;38654;Anthony Hopkins;https://image.tmdb.org/t/p/w500/u8AAGd2tF6uQcj9TXgyR4q8kn4H.jpg
tt0067979;105757;Günther Kaufmann;https://image.tmdb.org/t/p/w500/lRbiLa150KS13aRom2NI78Pd8YC.jpg
tt0067980;91607;Dustin Hoffman;https://image.tmdb.org/t/p/w500/yxNGnTiou25c3zjppT5dW2eWAve.jpg
tt0067985;238850;Steve Forrest;https://image.tmdb.org/t/p/w500/gIAQMiYS5n9ULS7D363kJvStqlR.jpg
tt0067989;42531;William Holden;https://image.tmdb.org/t/p/w500/qEuJZiPXKFm1LdtbnHKGj2hQm8a.jpg
tt0067992;252;Gene Wilder;https://image.tmdb.org/t/p/w500/mwwOSWS2m8ArpiUKnoxVVyT8fND.jpg
tt0067995;34462;Judith Brown;https://image.tmdb.org/t/p/w500/yqGXL1O6H914cFfwFphZbQURCbv.jpg
tt0068014;49719;Michael York;https://image.tmdb.org/t/p/w500/jbOOOTiRAgFPpgeZL0IWIQ6kDug.jpg
tt0068022;196784;Dean Martin;https://image.tmdb.org/t/p/w500/lMWkTDKPsDVS3DiMUNkTLLjm3f5.jpg
tt0068026;338926;Catherine Deneuve;https://image.tmdb.org/t/p/w500/7NS1KuwxTIzyMcpNGKBGlSV0Hqo.jpg
tt0068152;31644;Warren Beatty;https://image.tmdb.org/t/p/w500/2GYwpXNatmHRUNQgxicexrlDfjx.jpg
tt0068164;18589;Cheri Caffaro;https://image.tmdb.org/t/p/w500/7dg8X4onZsuOmoBofAcKzvtrAFa.jpg
tt0068168;23847;Anthony Quinn;https://image.tmdb.org/t/p/w500/aBxjWWvZR63rTQfrtBPiI0CbGKA.jpg
tt0068176;74817;Jeanne Allard;https://image.tmdb.org/t/p/w500/tkWaSR3FlciPpPSZDtzpVvtCLdE.jpg
tt0068178;196253;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0068190;34461;Fiona Fullerton;https://image.tmdb.org/t/p/w500/sXNjh1F2B1TtQ1u1meQ246ohsOt.jpg
tt0068193;30552;Lando Buzzanca;https://image.tmdb.org/t/p/w500/pVfDFDQGYtlFNifGEMW16pQktFu.jpg
tt0068205;12116;Bernard Verley;https://image.tmdb.org/t/p/w500/9I9T97CTBbCAQIqskDlhLuaiwIC.jpg
tt0068221;35846;Marie Dubois;https://image.tmdb.org/t/p/w500/dBReb1CqLpGmZYG2pHJzxoFgFts.jpg
tt0068226;4702;Richard Burton;https://image.tmdb.org/t/p/w500/j8yRSo6S2bnYubKZTBUvD7fuOyX.jpg
tt0068233;152635;Jean-Louis Trintignant;https://image.tmdb.org/t/p/w500/wn6owr4wvkeaEvlsPtwXSldFGEW.jpg
tt0068240;12530;Jack Lemmon;https://image.tmdb.org/t/p/w500/7jWVWLr1VJqQrN3d4YJaATCIHRw.jpg
tt0068245;31591;Jeff Bridges;https://image.tmdb.org/t/p/w500/6ItMc51AeORUz6iIQxGnX3HEZaB.jpg
tt0068256;138627;Jacques Brel;https://image.tmdb.org/t/p/w500/ki9kvR6vXiXEeBwZx18KrP1HKkU.jpg
tt0068263;140393;Michel Serrault;https://image.tmdb.org/t/p/w500/quttZiihxZ9Cpxw4WhbYFfcmitE.jpg
tt0068273;22910;Pam Grier;https://image.tmdb.org/t/p/w500/irCJf8OTSaPkThijP8PWkP1A7ls.jpg
tt0068276;56067;Earl Holliman;https://image.tmdb.org/t/p/w500/2ks1x3zLi0a1DHyzl6KriGrbz74.jpg
tt0068281;100088;Jim Brown;https://image.tmdb.org/t/p/w500/wfp06VC5yr9mdzdZ5JcbzqD5YEG.jpg
tt0068295;28358;Raimund Harmstorf;https://image.tmdb.org/t/p/w500/nQPxFs4zyi5xRx3frCQH6qkgr4j.jpg
tt0068306;27012;Yaphet Kotto;https://image.tmdb.org/t/p/w500/f0jquWLj22hvYf6PTIggdolhiDx.jpg
tt0068309;22784;Barbara Hershey;https://image.tmdb.org/t/p/w500/6swwfge3HlvyBVRSNwroFtMcgNB.jpg
tt0068323;26928;Sidney Poitier;https://image.tmdb.org/t/p/w500/fhMiCe3ScxBGKEX6Y6flEJm7iHd.jpg
tt0068327;10784;Liza Minnelli;https://image.tmdb.org/t/p/w500/kfG0Sm0uhF7vGMxFPiJTrpN6f81.jpg
tt0068334;21711;Robert Redford;https://image.tmdb.org/t/p/w500/tCcg8rXzYIM4ota9grCCHc881bo.jpg
tt0068337;72449;James Coburn;https://image.tmdb.org/t/p/w500/9GApjInyrVvjnTAr652C1aViPqZ.jpg
tt0068338;84621;Florinda Bolkan;https://image.tmdb.org/t/p/w500/iLBiLTmnZtWxvGrhV7JIzI6K0vH.jpg
tt0068339;24571;Sidney James;https://image.tmdb.org/t/p/w500/cjldtyJMt8J0nuWwVIuBSn0o70w.jpg
tt0068341;33357;Charles Bronson;https://image.tmdb.org/t/p/w500/8LoFmQmUzBaoGef8pY7M2urSCk.jpg
tt0068347;34184;Omar Sharif;https://image.tmdb.org/t/p/w500/pnDxqehpEwmJhXdS3SMxKCfDuHD.jpg
tt0068350;389920;Serge Reggiani;https://image.tmdb.org/t/p/w500/7URSpmWp6SDIfLhKoPExc2oueet.jpg
tt0068358;83831;Richard Roundtree;https://image.tmdb.org/t/p/w500/wPuLgW8PrzJFBrfsB03oon5MT7f.jpg
tt0068361;4593;Fernando Rey;https://image.tmdb.org/t/p/w500/wBm61E3RVGaD6XShiPgBu5tEKn0.jpg
tt0068364;54396;Stephanie Fondue;https://image.tmdb.org/t/p/w500/niZb4FuILxkUoS2vvUvkmHJiRFN.jpg
tt0068367;69576;George Lazenby;https://image.tmdb.org/t/p/w500/c2Sb2SYKhvwoq0MYrwpNTVuw6xH.jpg
tt0068369;82465;James Mason;https://image.tmdb.org/t/p/w500/wLj91mClMkIwVt0sB6keFcNJ7hc.jpg
tt0068376;449051;Jacques Dufilho;https://image.tmdb.org/t/p/w500/7CK8OE5ww4AOdH61M1jVMZeimjE.jpg
tt0068378;198645;Jeanne Moreau;https://image.tmdb.org/t/p/w500/lsIlRbcStJev5n1mypIeUUYKWuy.jpg
tt0068379;42479;Edie Sedgwick;https://image.tmdb.org/t/p/w500/9nadsMvvi2Z6btH3iW8bwchS1Bd.jpg
tt0068408;1688;Roddy McDowall;https://image.tmdb.org/t/p/w500/mGO0pDPi5p91k2Og09HTf270rxL.jpg
tt0068409;89656;Thalmus Rasulala;https://image.tmdb.org/t/p/w500/yS33FfrPKFj1SAr5pGabHX1ykya.jpg
tt0068420;91571;Jean-Louis Trintignant;https://image.tmdb.org/t/p/w500/wn6owr4wvkeaEvlsPtwXSldFGEW.jpg
tt0068421;15573;John Wayne;https://image.tmdb.org/t/p/w500/vI1DyoZxvz51Gxb8uwVLwladohk.jpg
tt0068428;56776;Pat Boone;https://image.tmdb.org/t/p/w500/qD1cNNYYGBYL5O9EM8o3YNr1HEU.jpg
tt0068429;291716;Cliff Potts;https://image.tmdb.org/t/p/w500/cJHtaOUL1OQ2ou9rcadNk5PTfEf.jpg
tt0068435;42490;Gary Grimes;https://image.tmdb.org/t/p/w500/2Td8f6J2orJ8a6lEWqJxseDoAlp.jpg
tt0068441;3426;Yves Montand;https://image.tmdb.org/t/p/w500/wewmvQm200D2jD14G4YjSmg0WVb.jpg
tt0068473;10669;Jon Voight;https://image.tmdb.org/t/p/w500/oxLsItDwLddXu8YYJCfkddYNejL.jpg
tt0068487;56966;Michael J. Pollard;https://image.tmdb.org/t/p/w500/yFG06LPdiZ2L5sKp4RaiP96t87X.jpg
tt0068491;32061;Byron Mabe;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0068492;68972;Jean-Paul Belmondo;https://image.tmdb.org/t/p/w500/hXAM7zTXGWVAv0VLGGrnxAJJbca.jpg
tt0068509;57215;William Tepper;https://image.tmdb.org/t/p/w500/dHANEhnKZb22HNXntFFA8kDn2ph.jpg
tt0068521;91496;Anthony Perkins;https://image.tmdb.org/t/p/w500/7FipKwmg2woHNvt5ATeXLBirHXs.jpg
tt0068526;329801;Anne Libert;https://image.tmdb.org/t/p/w500/xkCJqNTYKCmXl4mQIRQDDLLBTpK.jpg
tt0068528;88875;Joanne Woodward;https://image.tmdb.org/t/p/w500/exxVnvJM9oTT1zEjFhcEHidpQ6P.jpg
tt0068536;184187;Marthe Keller;https://image.tmdb.org/t/p/w500/zRSAz0UNz5AS7B1tdizwZyodXnx.jpg
tt0068555;11624;Woody Allen;https://image.tmdb.org/t/p/w500/wcPQgZLDibuej1RwNTy1R2U2ZJw.jpg
tt0068569;56942;Sandy Ratcliff;https://image.tmdb.org/t/p/w500/3P7MSyu0VGZy05k5KTZHlh5j14N.jpg
tt0068571;167096;Jerry Orbach;https://image.tmdb.org/t/p/w500/36Bsh8VKClXn6diVnEbDLgniBF4.jpg
tt0068575;16993;Stacy Keach;https://image.tmdb.org/t/p/w500/gtYepb7Vu9bXcdZ62PXm56KalNl.jpg
tt0068576;25266;Barry Newman;https://image.tmdb.org/t/p/w500/lO5YVjEjM9zHsZ8kjz4QtGy7Der.jpg
tt0068581;101421;Michel Piccoli;https://image.tmdb.org/t/p/w500/6yZaIIeMfYgQtcdNo4dubL2N5YT.jpg
tt0068585;130875;Inconnu;https://raw.githubusercontent.com/Ptit-Lulu/Projet2_Cinema_Creuse/Machine_Learning/pages/Image_non_disponible.jpg
tt0068587;210615;Yves Montand;https://image.tmdb.org/t/p/w500/wewmvQm200D2jD14G4YjSmg0WVb.jpg
tt0068611;573;Jon Finch;https://image.tmdb.org/t/p/w500/byUzcX9wGtPxRY4vWhd1OuCMQk2.jpg
tt0068617;4986;Burt Reynolds;https://image.tmdb.org/t/p/w500/iBtcPHUOhA3xH3LMPLRJrQRKI3W.jpg
tt0068636;145826;Dick Emery;https://image.tmdb.org/t/p/w500/whNtUtB3QQzbMHc6hBaLuJK5IpP.jpg
tt0068638;5916;Steve McQueen;https://image.tmdb.org/t/p/w500/mhHk4NRPXEJLL0SySheXZAArp5w.jpg
tt0068646;238;Marlon Brando;https://image.tmdb.org/t/p/w500/iyO183LVAJ0I4ZkNibINPjfAjCP.jpg
